fips,name,State,State Code,Region,Division,msa,type_bea20
1122,22019,Calcasieu Parish,Louisiana,LA,South,West South Central,"Lake Charles, LA ",Metro
1123,22021,Caldwell Parish,Louisiana,LA,South,West South Central,,Rural
1124,22023,Cameron Parish,Louisiana,LA,South,West South Central,"Lake Charles, LA ",Metro
1125,22025,Catahoula Parish,Louisiana,LA,South,West South Central,,Rural
1126,22027,Claiborne Parish,Louisiana,LA,South,West South Central,,Rural
1127,22029,Concordia Parish,Louisiana,LA,South,West South Central,"Natchez, MS-LA ",Micro
1128,22031,De Soto Parish,Louisiana,LA,South,West South Central,"Shreveport-Bossier City, LA ",Metro
1129,22033,East Baton Rouge Parish,Louisiana,LA,South,West South Central,"Baton Rouge, LA ",Metro
1130,22035,East Carroll Parish,Louisiana,LA,South,West South Central,,Rural
1131,22037,East Feliciana Parish,Louisiana,LA,South,West South Central,"Baton Rouge, LA ",Metro
1132,22039,Evangeline Parish,Louisiana,LA,South,West South Central,,Rural
1133,22041,Franklin Parish,Louisiana,LA,South,West South Central,,Rural
1134,22043,Grant Parish,Louisiana,LA,South,West South Central,"Alexandria, LA ",Metro
1135,22045,Iberia Parish,Louisiana,LA,South,West South Central,"Lafayette, LA ",Metro
1136,22047,Iberville Parish,Louisiana,LA,South,West South Central,"Baton Rouge, LA ",Metro
1137,22049,Jackson Parish,Louisiana,LA,South,West South Central,,Rural
1138,22051,Jefferson Parish,Louisiana,LA,South,West South Central,"New Orleans-Metairie, LA ",Metro
1139,22053,Jefferson Davis Parish,Louisiana,LA,South,West South Central,"Jennings, LA ",Micro
1140,22055,Lafayette Parish,Louisiana,LA,South,West South Central,"Lafayette, LA ",Metro
1141,22057,Lafourche Parish,Louisiana,LA,South,West South Central,"Houma-Thibodaux, LA ",Metro
1142,22059,La Salle Parish,Louisiana,LA,South,West South Central,,Rural
1143,22061,Lincoln Parish,Louisiana,LA,South,West South Central,"Ruston, LA ",Micro
1144,22063,Livingston Parish,Louisiana,LA,South,West South Central,"Baton Rouge, LA ",Metro
1145,22065,Madison Parish,Louisiana,LA,South,West South Central,,Rural
1146,22067,Morehouse Parish,Louisiana,LA,South,West South Central,"Monroe, LA ",Metro
1147,22069,Natchitoches Parish,Louisiana,LA,South,West South Central,"Natchitoches, LA ",Micro
1148,22071,Orleans Parish,Louisiana,LA,South,West South Central,"New Orleans-Metairie, LA ",Metro
1149,22073,Ouachita Parish,Louisiana,LA,South,West South Central,"Monroe, LA ",Metro
1150,22075,Plaquemines Parish,Louisiana,LA,South,West South Central,"New Orleans-Metairie, LA ",Metro
1151,22077,Pointe Coupee Parish,Louisiana,LA,South,West South Central,"Baton Rouge, LA ",Metro
1152,22079,Rapides Parish,Louisiana,LA,South,West South Central,"Alexandria, LA ",Metro
1153,22081,Red River Parish,Louisiana,LA,South,West South Central,,Rural
1154,22083,Richland Parish,Louisiana,LA,South,West South Central,,Rural
1155,22085,Sabine Parish,Louisiana,LA,South,West South Central,,Rural
1156,22087,St. Bernard Parish,Louisiana,LA,South,West South Central,"New Orleans-Metairie, LA ",Metro
1157,22089,St. Charles Parish,Louisiana,LA,South,West South Central,"New Orleans-Metairie, LA ",Metro
1158,22091,St. Helena Parish,Louisiana,LA,South,West South Central,"Baton Rouge, LA ",Metro
1159,22093,St. James Parish,Louisiana,LA,South,West South Central,"New Orleans-Metairie, LA ",Metro
1160,22095,St. John the Baptist Parish,Louisiana,LA,South,West South Central,"New Orleans-Metairie, LA ",Metro
1161,22097,St. Landry Parish,Louisiana,LA,South,West South Central,"Opelousas, LA ",Micro
1162,22099,St. Martin Parish,Louisiana,LA,South,West South Central,"Lafayette, LA ",Metro
1163,22101,St. Mary Parish,Louisiana,LA,South,West South Central,"Morgan City, LA ",Micro
1164,22103,St. Tammany Parish,Louisiana,LA,South,West South Central,"New Orleans-Metairie, LA ",Metro
1165,22105,Tangipahoa Parish,Louisiana,LA,South,West South Central,"Hammond, LA ",Metro
1166,22107,Tensas Parish,Louisiana,LA,South,West South Central,,Rural
1167,22109,Terrebonne Parish,Louisiana,LA,South,West South Central,"Houma-Thibodaux, LA ",Metro
1168,22111,Union Parish,Louisiana,LA,South,West South Central,"Monroe, LA ",Metro
1169,22113,Vermilion Parish,Louisiana,LA,South,West South Central,"Lafayette, LA ",Metro
1170,22115,Vernon Parish,Louisiana,LA,South,West South Central,"Fort Polk South, LA ",Micro
1171,22117,Washington Parish,Louisiana,LA,South,West South Central,"Bogalusa, LA ",Micro
1172,22119,Webster Parish,Louisiana,LA,South,West South Central,"Minden, LA ",Micro
1173,22121,West Baton Rouge Parish,Louisiana,LA,South,West South Central,"Baton Rouge, LA ",Metro
1174,22123,West Carroll Parish,Louisiana,LA,South,West South Central,,Rural
1175,22125,West Feliciana Parish,Louisiana,LA,South,West South Central,"Baton Rouge, LA ",Metro
1176,22127,Winn Parish,Louisiana,LA,South,West South Central,,Rural
1177,23001,Androscoggin County,Maine,ME,Northeast,New England,"Lewiston-Auburn, ME ",Metro
1178,23003,Aroostook County,Maine,ME,Northeast,New England,,Rural
1179,23005,Cumberland County,Maine,ME,Northeast,New England,"Portland-South Portland, ME ",Metro
1180,23007,Franklin County,Maine,ME,Northeast,New England,,Rural
1181,23009,Hancock County,Maine,ME,Northeast,New England,,Rural
1182,23011,Kennebec County,Maine,ME,Northeast,New England,"Augusta-Waterville, ME ",Micro
1183,23013,Knox County,Maine,ME,Northeast,New England,,Rural
1184,23015,Lincoln County,Maine,ME,Northeast,New England,,Rural
1185,23017,Oxford County,Maine,ME,Northeast,New England,,Rural
1186,23019,Penobscot County,Maine,ME,Northeast,New England,"Bangor, ME ",Metro
1187,23021,Piscataquis County,Maine,ME,Northeast,New England,,Rural
1188,23023,Sagadahoc County,Maine,ME,Northeast,New England,"Portland-South Portland, ME ",Metro
1189,23025,Somerset County,Maine,ME,Northeast,New England,,Rural
1190,23027,Waldo County,Maine,ME,Northeast,New England,,Rural
1191,23029,Washington County,Maine,ME,Northeast,New England,,Rural
1192,23031,York County,Maine,ME,Northeast,New England,"Portland-South Portland, ME ",Metro
1193,24001,Allegany County,Maryland,MD,South,South Atlantic,"Cumberland, MD-WV ",Metro
1194,24003,Anne Arundel County,Maryland,MD,South,South Atlantic,"Baltimore-Columbia-Towson, MD ",Metro
1195,24005,Baltimore County,Maryland,MD,South,South Atlantic,"Baltimore-Columbia-Towson, MD ",Metro
1196,24009,Calvert County,Maryland,MD,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV ",Metro
1197,24011,Caroline County,Maryland,MD,South,South Atlantic,,Rural
1198,24013,Carroll County,Maryland,MD,South,South Atlantic,"Baltimore-Columbia-Towson, MD ",Metro
1199,24015,Cecil County,Maryland,MD,South,South Atlantic,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",Metro
1200,24017,Charles County,Maryland,MD,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV ",Metro
1201,24019,Dorchester County,Maryland,MD,South,South Atlantic,"Cambridge, MD ",Micro
1202,24021,Frederick County,Maryland,MD,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV ",Metro
1203,24023,Garrett County,Maryland,MD,South,South Atlantic,,Rural
1204,24025,Harford County,Maryland,MD,South,South Atlantic,"Baltimore-Columbia-Towson, MD ",Metro
1205,24027,Howard County,Maryland,MD,South,South Atlantic,"Baltimore-Columbia-Towson, MD ",Metro
1206,24029,Kent County,Maryland,MD,South,South Atlantic,,Rural
1207,24031,Montgomery County,Maryland,MD,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV ",Metro
1208,24033,Prince George's County,Maryland,MD,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV ",Metro
1209,24035,Queen Anne's County,Maryland,MD,South,South Atlantic,"Baltimore-Columbia-Towson, MD ",Metro
1210,24037,St. Mary's County,Maryland,MD,South,South Atlantic,"California-Lexington Park, MD ",Metro
1211,24039,Somerset County,Maryland,MD,South,South Atlantic,"Salisbury, MD-DE ",Metro
1212,24041,Talbot County,Maryland,MD,South,South Atlantic,"Easton, MD ",Micro
1213,24043,Washington County,Maryland,MD,South,South Atlantic,"Hagerstown-Martinsburg, MD-WV ",Metro
1214,24045,Wicomico County,Maryland,MD,South,South Atlantic,"Salisbury, MD-DE ",Metro
1215,24047,Worcester County,Maryland,MD,South,South Atlantic,"Salisbury, MD-DE ",Metro
1216,24510,Baltimore city,Maryland,MD,South,South Atlantic,"Baltimore-Columbia-Towson, MD ",Metro
1217,25001,Barnstable County,Massachusetts,MA,Northeast,New England,"Barnstable Town, MA ",Metro
1218,25003,Berkshire County,Massachusetts,MA,Northeast,New England,"Pittsfield, MA ",Metro
1219,25005,Bristol County,Massachusetts,MA,Northeast,New England,"Providence-Warwick, RI-MA ",Metro
1220,25007,Dukes County,Massachusetts,MA,Northeast,New England,"Vineyard Haven, MA ",Micro
1221,25009,Essex County,Massachusetts,MA,Northeast,New England,"Boston-Cambridge-Newton, MA-NH ",Metro
1222,25011,Franklin County,Massachusetts,MA,Northeast,New England,"Springfield, MA ",Metro
1223,25013,Hampden County,Massachusetts,MA,Northeast,New England,"Springfield, MA ",Metro
1224,25015,Hampshire County,Massachusetts,MA,Northeast,New England,"Springfield, MA ",Metro
1225,25017,Middlesex County,Massachusetts,MA,Northeast,New England,"Boston-Cambridge-Newton, MA-NH ",Metro
1226,25019,Nantucket County,Massachusetts,MA,Northeast,New England,,Rural
1227,25021,Norfolk County,Massachusetts,MA,Northeast,New England,"Boston-Cambridge-Newton, MA-NH ",Metro
1228,25023,Plymouth County,Massachusetts,MA,Northeast,New England,"Boston-Cambridge-Newton, MA-NH ",Metro
1229,25025,Suffolk County,Massachusetts,MA,Northeast,New England,"Boston-Cambridge-Newton, MA-NH ",Metro
1230,25027,Worcester County,Massachusetts,MA,Northeast,New England,"Worcester, MA-CT ",Metro
1231,26001,Alcona County,Michigan,MI,Midwest,East North Central,,Rural
1232,26003,Alger County,Michigan,MI,Midwest,East North Central,,Rural
1233,26005,Allegan County,Michigan,MI,Midwest,East North Central,"Holland, MI ",Micro
1234,26007,Alpena County,Michigan,MI,Midwest,East North Central,"Alpena, MI ",Micro
1235,26009,Antrim County,Michigan,MI,Midwest,East North Central,,Rural
1236,26011,Arenac County,Michigan,MI,Midwest,East North Central,,Rural
1237,26013,Baraga County,Michigan,MI,Midwest,East North Central,,Rural
1238,26015,Barry County,Michigan,MI,Midwest,East North Central,,Rural
1239,26017,Bay County,Michigan,MI,Midwest,East North Central,"Bay City, MI ",Metro
1240,26019,Benzie County,Michigan,MI,Midwest,East North Central,"Traverse City, MI ",Micro
1241,26021,Berrien County,Michigan,MI,Midwest,East North Central,"Niles, MI ",Metro
1242,26023,Branch County,Michigan,MI,Midwest,East North Central,"Coldwater, MI ",Micro
1243,26025,Calhoun County,Michigan,MI,Midwest,East North Central,"Battle Creek, MI ",Metro
1244,26027,Cass County,Michigan,MI,Midwest,East North Central,"South Bend-Mishawaka, IN-MI ",Metro
1245,26029,Charlevoix County,Michigan,MI,Midwest,East North Central,,Rural
1246,26031,Cheboygan County,Michigan,MI,Midwest,East North Central,,Rural
1247,26033,Chippewa County,Michigan,MI,Midwest,East North Central,"Sault Ste. Marie, MI ",Micro
1248,26035,Clare County,Michigan,MI,Midwest,East North Central,,Rural
1249,26037,Clinton County,Michigan,MI,Midwest,East North Central,"Lansing-East Lansing, MI ",Metro
1250,26039,Crawford County,Michigan,MI,Midwest,East North Central,,Rural
1251,26041,Delta County,Michigan,MI,Midwest,East North Central,"Escanaba, MI ",Micro
1252,26043,Dickinson County,Michigan,MI,Midwest,East North Central,"Iron Mountain, MI-WI ",Micro
1253,26045,Eaton County,Michigan,MI,Midwest,East North Central,"Lansing-East Lansing, MI ",Metro
1254,26047,Emmet County,Michigan,MI,Midwest,East North Central,,Rural
1255,26049,Genesee County,Michigan,MI,Midwest,East North Central,"Flint, MI ",Metro
1256,26051,Gladwin County,Michigan,MI,Midwest,East North Central,,Rural
1257,26053,Gogebic County,Michigan,MI,Midwest,East North Central,,Rural
1258,26055,Grand Traverse County,Michigan,MI,Midwest,East North Central,"Traverse City, MI ",Micro
1259,26057,Gratiot County,Michigan,MI,Midwest,East North Central,"Alma, MI ",Micro
1260,26059,Hillsdale County,Michigan,MI,Midwest,East North Central,"Hillsdale, MI ",Micro
1261,26061,Houghton County,Michigan,MI,Midwest,East North Central,"Houghton, MI ",Micro
1262,26063,Huron County,Michigan,MI,Midwest,East North Central,,Rural
1263,26065,Ingham County,Michigan,MI,Midwest,East North Central,"Lansing-East Lansing, MI ",Metro
1264,26067,Ionia County,Michigan,MI,Midwest,East North Central,"Grand Rapids-Kentwood, MI ",Metro
1265,26069,Iosco County,Michigan,MI,Midwest,East North Central,,Rural
1266,26071,Iron County,Michigan,MI,Midwest,East North Central,,Rural
1267,26073,Isabella County,Michigan,MI,Midwest,East North Central,"Mount Pleasant, MI ",Micro
1268,26075,Jackson County,Michigan,MI,Midwest,East North Central,"Jackson, MI ",Metro
1269,26077,Kalamazoo County,Michigan,MI,Midwest,East North Central,"Kalamazoo-Portage, MI ",Metro
1270,26079,Kalkaska County,Michigan,MI,Midwest,East North Central,"Traverse City, MI ",Micro
1271,26081,Kent County,Michigan,MI,Midwest,East North Central,"Grand Rapids-Kentwood, MI ",Metro
1272,26083,Keweenaw County,Michigan,MI,Midwest,East North Central,"Houghton, MI ",Micro
1273,26085,Lake County,Michigan,MI,Midwest,East North Central,,Rural
1274,26087,Lapeer County,Michigan,MI,Midwest,East North Central,"Detroit-Warren-Dearborn, MI ",Metro
1275,26089,Leelanau County,Michigan,MI,Midwest,East North Central,"Traverse City, MI ",Micro
1276,26091,Lenawee County,Michigan,MI,Midwest,East North Central,"Adrian, MI ",Micro
1277,26093,Livingston County,Michigan,MI,Midwest,East North Central,"Detroit-Warren-Dearborn, MI ",Metro
1278,26095,Luce County,Michigan,MI,Midwest,East North Central,,Rural
1279,26097,Mackinac County,Michigan,MI,Midwest,East North Central,,Rural
1280,26099,Macomb County,Michigan,MI,Midwest,East North Central,"Detroit-Warren-Dearborn, MI ",Metro
1281,26101,Manistee County,Michigan,MI,Midwest,East North Central,,Rural
1282,26103,Marquette County,Michigan,MI,Midwest,East North Central,"Marquette, MI ",Micro
1283,26105,Mason County,Michigan,MI,Midwest,East North Central,"Ludington, MI ",Micro
1284,26107,Mecosta County,Michigan,MI,Midwest,East North Central,"Big Rapids, MI ",Micro
1285,26109,Menominee County,Michigan,MI,Midwest,East North Central,"Marinette, WI-MI ",Micro
1286,26111,Midland County,Michigan,MI,Midwest,East North Central,"Midland, MI ",Metro
1287,26113,Missaukee County,Michigan,MI,Midwest,East North Central,"Cadillac, MI ",Micro
1288,26115,Monroe County,Michigan,MI,Midwest,East North Central,"Monroe, MI ",Metro
1289,26117,Montcalm County,Michigan,MI,Midwest,East North Central,"Grand Rapids-Kentwood, MI ",Metro
1290,26119,Montmorency County,Michigan,MI,Midwest,East North Central,,Rural
1291,26121,Muskegon County,Michigan,MI,Midwest,East North Central,"Muskegon, MI ",Metro
1292,26123,Newaygo County,Michigan,MI,Midwest,East North Central,,Rural
1293,26125,Oakland County,Michigan,MI,Midwest,East North Central,"Detroit-Warren-Dearborn, MI ",Metro
1294,26127,Oceana County,Michigan,MI,Midwest,East North Central,,Rural
1295,26129,Ogemaw County,Michigan,MI,Midwest,East North Central,,Rural
1296,26131,Ontonagon County,Michigan,MI,Midwest,East North Central,,Rural
1297,26133,Osceola County,Michigan,MI,Midwest,East North Central,,Rural
1298,26135,Oscoda County,Michigan,MI,Midwest,East North Central,,Rural
1299,26137,Otsego County,Michigan,MI,Midwest,East North Central,,Rural
1300,26139,Ottawa County,Michigan,MI,Midwest,East North Central,"Grand Rapids-Kentwood, MI ",Metro
1301,26141,Presque Isle County,Michigan,MI,Midwest,East North Central,,Rural
1302,26143,Roscommon County,Michigan,MI,Midwest,East North Central,,Rural
1303,26145,Saginaw County,Michigan,MI,Midwest,East North Central,"Saginaw, MI ",Metro
1304,26147,St. Clair County,Michigan,MI,Midwest,East North Central,"Detroit-Warren-Dearborn, MI ",Metro
1305,26149,St. Joseph County,Michigan,MI,Midwest,East North Central,"Sturgis, MI ",Micro
1306,26151,Sanilac County,Michigan,MI,Midwest,East North Central,,Rural
1307,26153,Schoolcraft County,Michigan,MI,Midwest,East North Central,,Rural
1308,26155,Shiawassee County,Michigan,MI,Midwest,East North Central,"Lansing-East Lansing, MI ",Metro
1309,26157,Tuscola County,Michigan,MI,Midwest,East North Central,,Rural
1310,26159,Van Buren County,Michigan,MI,Midwest,East North Central,,Rural
1311,26161,Washtenaw County,Michigan,MI,Midwest,East North Central,"Ann Arbor, MI ",Metro
1312,26163,Wayne County,Michigan,MI,Midwest,East North Central,"Detroit-Warren-Dearborn, MI ",Metro
1313,26165,Wexford County,Michigan,MI,Midwest,East North Central,"Cadillac, MI ",Micro
1314,27001,Aitkin County,Minnesota,MN,Midwest,West North Central,,Rural
1315,27003,Anoka County,Minnesota,MN,Midwest,West North Central,"Minneapolis-St. Paul-Bloomington, MN-WI ",Metro
1316,27005,Becker County,Minnesota,MN,Midwest,West North Central,,Rural
1317,27007,Beltrami County,Minnesota,MN,Midwest,West North Central,"Bemidji, MN ",Micro
1318,27009,Benton County,Minnesota,MN,Midwest,West North Central,"St. Cloud, MN ",Metro
1319,27011,Big Stone County,Minnesota,MN,Midwest,West North Central,,Rural
1320,27013,Blue Earth County,Minnesota,MN,Midwest,West North Central,"Mankato, MN ",Metro
1321,27015,Brown County,Minnesota,MN,Midwest,West North Central,"New Ulm, MN ",Micro
1322,27017,Carlton County,Minnesota,MN,Midwest,West North Central,"Duluth, MN-WI ",Metro
1323,27019,Carver County,Minnesota,MN,Midwest,West North Central,"Minneapolis-St. Paul-Bloomington, MN-WI ",Metro
